,CMPD_CHEMBLID,CANONICAL_SMILES,STANDARD_VALUE
213,CHEMBL380720,Cc1cc(C)c2c(c1)C(=O)Oc3cc(O)ccc23,585.0
214,CHEMBL213529,CCCC12CCC(=O)C(=C1c3ccc4[nH]nnc4c3C2)CC,612.0
215,CHEMBL3597501,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)NC(CC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NC(CC(C)(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)N,620.0
216,CHEMBL196530,Oc1ccc(cc1)c2ccc3c(Cl)c(O)ccc3n2,632.0
217,CHEMBL249700,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=C)CC[C@]34C)[C@@H]1CC[C@@H]2O,640.0
218,CHEMBL291002,CCCc1cc(O)cc2O[C@@H]([C@@H](C(=O)c12)c3ccc(O)cc3)c4ccc(OCCN5CCCCC5)cc4,652.0
219,CHEMBL449038,Oc1ccc2c(Oc3ccc(OCCN4CCCCC4)cc3)c(sc2c1)c5ccc(NC(=O)CCl)cc5,666.0
220,CHEMBL3589364,OC(=O)CCCCCCC(=O)Nc1ccc(cc1)C2=C(C3CC(C2O3)S(=O)(=O)Oc4ccc(cc4)C(F)(F)F)c5ccc(O)cc5,790.0
221,CHEMBL1082743,COc1ccc(cc1)C(=O)Oc2cccc3c(O)cccc23,795.0
222,CHEMBL242818,Cc1cc(O)ccc1N2C(=O)c3ccc(O)cc3C2=O,802.0
223,CHEMBL74758,CCC1Oc2cc(O)ccc2N=C1c3ccc(O)cc3,850.0
224,CHEMBL204664,CC(C)N(c1ccccc1)S(=O)(=O)c2ccc(O)cc2,871.0
225,CHEMBL211739,Oc1ccc2C3=C(C#N)C(=O)CCC3(Cc2c1)c4ccccc4,880.0
226,CHEMBL1083497,CN1CCN(CCOc2cccc(c2)[C@H]3Oc4cc(O)ccc4C5=C3c6ccc(O)cc6OCC5)CC1,1000.0
227,CHEMBL103,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,1000.0
228,CHEMBL1348802,Oc1ccc2ccc(OC(=O)c3ccccc3Cl)cc2c1,1000.0
229,CHEMBL364345,Oc1ccc(cc1)c2oc3c(cc(O)cc3n2)C4CCCC4,1010.0
230,CHEMBL361871,Oc1ccc(cc1F)c2oc3c(C=C)cc(O)c(Br)c3n2,1036.0
231,CHEMBL250109,C[C@]1(O)CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C=C)[C@H]3CC[C@]12C,1050.0
232,CHEMBL3735106,C[C@]12CC[C@H]3[C@@H]([C@H](CCCCCCCCCCC(=O)NO)Cc4cc(O)ccc34)[C@@H]1CC[C@@H]2O,1060.0
233,CHEMBL3589352,Cc1ccc(OS(=O)(=O)C2CC3OC2C(=C3c4ccc(O)cc4)c5ccc(NC(=O)CCCCCCC(=O)O)cc5)cc1,1080.0
234,CHEMBL3774659,CC(C)CN1CCc2cc(O)ccc2[C@@H]1c3ccc(\C=C\C(=O)O)cc3,1100.0
235,CHEMBL209530,Oc1ccc2C3=C(C(=O)CCC3(Cc4ccc(Cl)cc4)Cc2c1)c5ccc(OCCN6CCCCC6)cc5,1100.0
236,CHEMBL4075777,CC(C)c1ccc(cc1)N2CCc3cc(O)ccc3[C@@]2(c4ccc(\C=C\C(=O)O)cc4)C(F)(F)F,1138.0
237,CHEMBL372411,Cc1nocc1c2nc3ccccc3n2c4ccc(O)cc4,1160.0
238,CHEMBL1082424,Oc1cccc2c(OC(=O)c3ccc(Cl)cc3Cl)cccc12,1200.0
239,CHEMBL1084120,CCN(CC)CCOc1ccc(cc1)[C@@H]2Oc3cc(F)ccc3C4=C2c5ccc(O)cc5OCC4,1200.0
240,CHEMBL1087426,Oc1ccc2C3=C(CCOc2c1)c4ccccc4O[C@H]3c5ccc(OCCN6CCCCC6)cc5,1236.0
241,CHEMBL1086389,CN(C)CCOc1ccc(cc1)[C@H]2Oc3ccccc3C4=C2c5ccc(O)cc5OCC4,1350.0
242,CHEMBL364502,Oc1ccc(cc1)c2ccc3c(C#N)c(O)ccc3c2,1402.0
243,CHEMBL214091,CC1=C2c3ccc(O)cc3CC2(Cc4ccccc4)CCC1=O,1500.0
244,CHEMBL440757,Oc1ccc(cc1)c2cc(C#C)c3cc(O)ccc3n2,1500.0
245,CHEMBL81074,Oc1cc(O)c2C(=O)c3oc4c(cc(O)cc4c3Oc2c1)C#N,1550.0
246,CHEMBL360817,Oc1ccc2oc(nc2c1)c3ccc(O)c(F)c3,1570.0
247,CHEMBL376986,CCCCC12CCC(=O)C(=C1c3ccc(O)cc3C2)C#N,1650.0
248,CHEMBL3427388,OC(=O)\C=C\c1ccc(CC2=C(C(=O)Oc3cc(O)ccc23)c4cccc(OC(F)(F)F)c4)cc1,1710.0
249,CHEMBL383518,CCc1cc(O)cc2C(=O)Oc3c(C)c(O)ccc3c12,1780.0
250,CHEMBL1087547,Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@H]3c5ccc(OCCCN6CCCCC6)cc5,1800.0
251,CHEMBL200483,Oc1ccc(cc1)n2c(nc3ccccc23)c4ccccc4,1800.0
252,CHEMBL2071182,Oc1cccc2c(OC(=O)c3ccc(Br)cc3)cccc12,1890.0
253,CHEMBL363017,Oc1ccc2nc(oc2c1)c3ccc(O)c4ccccc34,1900.0
254,CHEMBL383253,C\C=C/[C@]12CC[C@H](O)CC1=CCC3C4CC[C@H](O)[C@@]4(C)CCC23,1956.0
255,CHEMBL202499,CCN(c1cccc(OC)c1)S(=O)(=O)c2ccc(O)cc2,1973.0
256,CHEMBL3735187,CCCCN(O)C(=O)CCCCCCCCCC[C@@H]1Cc2cc(O)ccc2[C@H]3CC[C@]4(C)[C@@H](O)CC[C@H]4[C@H]13,2100.0
257,CHEMBL44,Oc1ccc(cc1)C2=COc3cc(O)cc(O)c3C2=O,2150.0
258,CHEMBL496,Oc1c(Cl)cc(Cl)c(Cl)c1Cc2c(O)c(Cl)cc(Cl)c2Cl,2161.56
259,CHEMBL246138,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@]34C=C)[C@@H]1CC[C@@H]2O,2240.0
260,CHEMBL3427396,COc1cc(F)ccc1C2=C(Cc3ccc(\C=C\C(=O)O)cc3)c4ccc(O)cc4OC2=O,2260.0
261,CHEMBL185837,O\N=C\c1cc(O)ccc1c2noc3cc(O)ccc23,2390.0
262,CHEMBL189025,Oc1ccc2nc(oc2c1)c3ccc(O)c(O)c3,2410.0
263,CHEMBL204768,Cc1cc(O)c(Cl)c2C(=O)Oc3c(Cl)c(O)ccc3c12,2521.0
264,CHEMBL377847,CCCC12CCC(=O)C=C1c3ccc(O)cc3C2,2530.0
265,CHEMBL194873,Oc1cccc(c1)c2ccc3ccc(O)cc3c2,2642.0
266,CHEMBL80314,COc1cc(O)c2C(=O)c3c(Oc2c1)oc4cc(O)ccc34,2728.0
267,CHEMBL1427879,CCOC(=O)c1ccc(NC(=O)CSc2nc(C)cc(O)n2)cc1,3062.6
268,CHEMBL3622364,CCN(Cc1ccc(cc1)C(=O)N2CCc3ccc(OS(=O)(=O)N)cc3C2)Cc4ccccn4,3100.0
269,CHEMBL330029,Oc1ccc(cc1)[C@@H]2N(CCc3cc(O)ccc23)C(=O)C(F)(F)F,3200.0
270,CHEMBL234527,COc1ccc(cc1)N2C(=O)c3ccc(O)cc3C2=O,3300.0
271,CHEMBL4069258,CN(c1ccc(\C=C\C(=O)O)cc1)c2c(sc3cc(O)ccc23)c4ccc(O)cc4,3400.0
272,CHEMBL1330161,Cc1oc(cc1)C2CC(=O)N3CN(CSC3=C2C#N)c4cccc(C)c4,3548.86
273,CHEMBL3212870,CCC\C(=N\Nc1ccc(Cl)cc1)\c2cnnc(n2)c3ccccc3,3852.88
274,CHEMBL1581690,CC1(C)Cc2c(CO1)sc3c4nnnn4c5nnnn5c23,4112.5
275,CHEMBL206441,COc1c(C)cc2C(=O)Oc3c(C)c(O)ccc3c2c1C,4160.0
276,CHEMBL1561191,COc1ccccc1C(=O)Oc2ccc3ccc(O)cc3c2,4320.0
277,CHEMBL398634,CC1=CC2=CC[C@H]3[C@@H]4CC[C@](C)(O)[C@@]4(C)CC[C@@H]3[C@]2(CC1)C=C,4380.0
278,CHEMBL1326210,CN1N=C(c2c(c(N)n(C3CCCCC3)c2C1=O)c4nc5ccccc5s4)[N+](=O)[O-],4982.94
279,CHEMBL189541,NC1=C(C(=O)c2cc(O)ccc12)c3ccc(O)cc3,5000.0
280,CHEMBL312597,Oc1cc(O)c2C(=O)c3oc4ccccc4c3Oc2c1,5000.0
281,CHEMBL1254449,Oc1ccc(cc1)c2nc3ccccc3n2Cc4ccc(OCCN5CCCCC5)cc4,5100.0
282,CHEMBL430395,C[C@]12CC[C@H]3[C@@H](CC=C4C=C(Cl)CC[C@]34C=C)[C@@H]1CC[C@@H]2O,5740.0
283,CHEMBL377457,CCCCC12CCC(=O)C(=C1c3ccc4[nH]nnc4c3C2)C,5982.0
284,CHEMBL264862,CC1Oc2cc(O)cc(O)c2N=C1c3ccc(O)cc3,6300.0
285,CHEMBL377342,CCCCC12CCC(=O)C=C1c3ccc(O)cc3C2,6450.0
286,CHEMBL1577029,O=C(Nc1cccc(c1)c2cn3cccnc3n2)c4ccc5OCOc5c4,6674.21
287,CHEMBL1403999,Fc1ccc(CNC(=O)C2=CC3=C(N=C4C=CC=CN4C3=O)N(Cc5cccnc5)C2=N)cc1,7037.86
288,CHEMBL3827045,Oc1ccc2C3=C(N(C(=O)c2c1)c4ccc(OCCN5CCCC5)cc4)c6ccc(O)cc6C3=O,7200.0
289,CHEMBL484451,CCc1cc(NCC(C)C)nc(NCC(C)C)n1,7300.0
290,CHEMBL189706,CCOC(=O)c1cc(O)cc2nc(oc12)c3ccc(O)cc3,7827.0
291,CHEMBL245575,C[C@]12CC[C@H]3[C@@H](CC=C4[C@H]5CC[C@@]34CC[C@H]5O)[C@@H]1CC[C@@H]2O,8135.0
292,CHEMBL1312859,COc1cc(NC(=O)COc2ccc(cc2)n3cnnn3)c(OC)cc1Cl,8308.43
293,CHEMBL199766,Oc1ccc(cc1)c2[nH]c3ccccc3c2c4ccccc4,8310.0
294,CHEMBL1307538,Cc1ccccc1S(=O)(=O)Oc2ccc3ccc(O)cc3c2,8770.0
295,CHEMBL1484547,CCOC(=O)c1c(COC)n(C)c2C(=O)C(=O)c3ccc(Br)cc3c12,8870.75
296,CHEMBL3973526,Cl.CN(C)CCOc1ccc(cc1)\C(=C(\CCCO)/c2ccccc2)\c3ccc(C)cc3,10000.0
297,CHEMBL1087290,Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@H]3c5cccc(OCCN6CCSCC6)c5,10000.0
298,CHEMBL1083187,OC(=O)CCOc1ccc(cc1)[C@H]2Oc3cc(O)ccc3C4=C2c5ccc(O)cc5OCC4,10000.0
299,CHEMBL1085161,COC(=O)COc1ccc(cc1)C2Oc3cc(O)ccc3C4=C2c5ccc(O)cc5OCC4,10000.0
301,CHEMBL3914142,C[C@H](NS(=O)(=O)C1CC1)[C@H](Oc2ccc3c(cnn3c4ccc(F)cc4)c2)c5ccccc5,10000.0
302,CHEMBL245771,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H]5CC[C@]34CC(=O)O5)[C@@H]1CC[C@@H]2O,10000.0
303,CHEMBL209650,CCC12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2)C(=O)OC,10000.0
304,CHEMBL3666805,C[C@H](NC(=O)C(C)(F)F)[C@H](Oc1ccc2c(cnn2c3cccc(c3)C(=O)N[C@@H]4CCS(=O)(=O)C4)c1)c5ccc6OCCOc6c5,10000.0
305,CHEMBL3666807,C[C@H](NC(=O)C(C)(F)F)[C@H](Oc1ccc2c(cnn2c3cccc(c3)C(=O)N[C@@H]4CCOC4)c1)c5ccc6OCCOc6c5,10000.0
306,CHEMBL3666813,C[C@H](NC(=O)C(C)(F)F)[C@H](Oc1ccc2c(cnn2c3cccc(c3)C(=O)NCc4cccnc4)c1)c5ccc6OCCOc6c5,10000.0
307,CHEMBL454138,CC(C)OC(=O)C1=CN(CC(C)(C)c2c1[nH]c3ccccc23)C(=O)c4ccc(F)c(F)c4,10000.0
308,CHEMBL345000,C1c2ccccc2CC13C(=Cc4ccccc34)c5ccccc5,10000.0
309,CHEMBL1669776,CC(=O)Oc1cc2CCCCCCCCCCOC(=O)c2c(OC(=O)C)c1,10000.0
310,CHEMBL4067222,OC(=O)\C=C\c1ccc(cc1)c2c(sc3cc(O)ccc23)c4ccc(O)cc4,10000.0
311,CHEMBL3109156,CCOC(=O)COc1ccc(cc1CC2CCCCC2)c3ccc(OCCN(C)C)cc3,12700.0
312,CHEMBL3360841,Oc1ccc(cc1)[C@H]2CC(=O)N2c3ccc(O)cc3,13000.0
313,CHEMBL1565187,O=C(Nc1cccc(c1)C(=O)Nc2cccc(c2)c3cnc4ccccc4n3)c5occc5,13131.83
314,CHEMBL203351,CCc1cc(O)cc2N=CN(C(=O)c12)c3ccc(O)cc3,13240.0
315,CHEMBL1313979,O=C(Nc1ccc2c(c1)nc3CSCCn23)c4occc4,14506.39
316,CHEMBL1476347,O=C(CSc1nc(ccc1C#N)c2cccnc2)Nc3sc4CCCc4c3C#N,14973.67
317,CHEMBL206286,Nc1cc(O)cc2N=CN(C(=O)c12)c3ccc(O)cc3,15521.0
318,CHEMBL577709,Clc1ccc(Nc2nc(cs2)c3ccncc3)cc1,18184.99
319,CHEMBL1505283,Clc1ccc(s1)S(=O)(=O)NCCc2csc(n2)c3cccnc3,19220.8
320,CHEMBL1328083,Cc1ccc(N\C=C/2\C(=O)N(C(=O)c3ccccc23)c4ccc5OCOc5c4)cc1,19841.32
321,CHEMBL1095097,COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]34O[C@@H]3C[C@@]5(C)[C@@H](CC[C@@]56CCC(=O)O6)[C@H]14,20000.0
322,CHEMBL1525366,CCOC(=O)C1CCCN(C1)C(=O)c2cc3ncc(Br)cn3n2,20681.03
323,CHEMBL1383151,COc1ccc(cc1)C2C=C(Nc3nc(NC(=O)C)nn23)c4ccc(Cl)cc4,21884.48
324,CHEMBL52,CC(Cc1ccc(O)c(O)c1)C(C)Cc2ccc(O)c(O)c2,22193.67
325,CHEMBL1303886,COc1ccc2cc3c(N)nn(C(=O)Cc4ccc(Cl)cc4)c3nc2c1,24783.3
326,CHEMBL1442450,Cn1ccnc1SCC(=O)Nc2ccc3nc(SCC(=O)NC4CC4)sc3c2,25675.07
327,CHEMBL463804,Oc1ccc(cc1)[C@H]2CCc3ccc(O)cc3O2,26200.0
328,CHEMBL3109601,Cc1ccc2c(C(Nc3ccc(Cl)cc3)c4ccccc4Cl)c(C)[nH]c2c1,26200.0
329,CHEMBL1580543,CCOc1cccc2C=C(C(=O)Oc12)c3nnc(NCc4occc4)s3,26786.91
330,CHEMBL1505467,Cc1nc2cc(nn2c(O)c1Cl)c3ccsc3n4c(C)ccc4C,27467.17
331,CHEMBL203724,Oc1ccc(nc1)N2C=Nc3cc(O)cc(O)c3C2=S,27569.0
332,CHEMBL1482875,Cc1nnc(Oc2ccccc2F)c3ccccc13,29986.4
333,CHEMBL1086744,CC(C)CCN1Cc2cc(C=C(C)C)c(N)cc2N[C@@H](CC(C)C)C1=O,30000.0
334,CHEMBL1431650,O=C(NCc1occc1)C2=Cc3ccccc3C(=O)O2,30177.39
335,CHEMBL1392188,Cc1ccc(NS(=O)(=O)c2cccc(c2)C(=O)OCC(=O)NCc3occc3)cc1,30606.71
336,CHEMBL1465370,Cc1cccc2c(C)cc(SCC(=O)NC(=O)NCc3occc3)nc12,32039.87
337,CHEMBL1359354,O=C(N1CCc2ccccc2C1)c3cc(on3)c4occc4,32511.45
339,CHEMBL1531512,CCCCCCc1cc2C=C(C(=O)Oc2cc1O)c3oc(nn3)c4ccccc4,34942.63
340,CHEMBL1584299,CCN1C(=O)c2ccccc2N=C1SCC(=O)Nc3ccc(NC(=O)c4occc4)c(OC)c3,35818.08
341,CHEMBL1399039,FC(F)(F)c1cc(nc2c(Br)c(nn12)C(=O)NCc3occc3)c4cccs4,36895.07
342,CHEMBL1538325,NC(=O)C1(CCN(CC1)c2nc(cs2)c3ccc(Br)cc3)N4CCCCC4,37793.76
343,CHEMBL1421864,CCOC(=O)C1=C(C)S\C(=C/N(C)C)\C1=O,40298.0
344,CHEMBL1489063,COCCCNC(=O)c1ccc2C(=O)N(Cc3ccc4OCOc4c3)C(=S)Nc2c1,42005.2
345,CHEMBL1996233,OC1=C(\C=N\c2cc(Cl)ccc2O)C(=O)CC(C1)c3occc3,43806.6
346,CHEMBL1606490,CCc1nnc2SCC(=Nn12)c3oc(cc3)c4cc(Cl)ccc4Cl,43982.45
347,CHEMBL3208784,CC(=N)\C(=C(\O)/CSc1oc(nn1)c2ccc(OC(F)F)cc2)\C#N,46575.4
348,CHEMBL1472407,Cc1oc2c(cccc2n1)C(=O)NCc3ccccc3,48418.83
349,CHEMBL1583952,CC1CCCN(C1)C(=O)COC(=O)c2[nH]nc3ccccc23,50000.0
350,CHEMBL1585598,COc1cc(cc(OC)c1OC)C(=O)OCC(=O)Nc2c(F)c(F)c(F)c(F)c2F,50000.0
351,CHEMBL1579818,O=C(CN1C(=O)N(Cc2occc2)C(=O)c3c4CCCCCc4sc13)c5ccccc5,50000.0
352,CHEMBL1402732,O=C(Nc1cnc2ccccc2c1)c3occc3,50000.0
353,CHEMBL1564026,CCOC(=O)c1c2CCCc2sc1NC(=O)CSc3nnc(CNC(=O)c4occc4)n3C,50000.0
354,CHEMBL125596,NC(=O)c1ccc(F)cc1,50000.0
355,CHEMBL1352844,Cc1ccc(cc1NC(=O)c2oc(cc2)c3cccc(Cl)c3)c4nn5c(C)nnc5s4,50000.0
356,CHEMBL1337538,CCOC(=O)c1c(C)oc2c3ccccc3c(O)c(C(N4CCCCC4)c5cccnc5)c12,50000.0
357,CHEMBL1340515,O=C1CC(=Nc2ccccc2N1)\C=C\c3occc3,50000.0
358,CHEMBL1334452,OCCNC(=O)c1ccc2nc(c3occc3)c(nc2c1)c4occc4,50000.0
359,CHEMBL1481853,COc1ccc(Cl)cc1NC(=O)c2oc(C)nc2C,50000.0
360,CHEMBL1488579,CCn1c2ccccc2c3nnc(SCC(=O)Nc4ccc5OCOc5c4)nc13,50000.0
361,CHEMBL3208853,Cc1c(\C=N\n2cnnc2)c3ccccc3n1CCOc4ccc(Cl)cc4,50000.0
362,CHEMBL1300705,CSc1ccc(cc1)S(=O)(=O)Nc2c(C)cccc2C,50000.0
363,CHEMBL1301796,CC(=O)c1ccc(cc1)N2CCN(CC2)C(=O)c3ccc4C(=O)N(CC=C)C(=O)Nc4c3,50000.0
364,CHEMBL1463596,NC(=O)COc1ccc(cc1)C2N(CC3CCCO3)C(=O)C4=C2C(=O)c5ccccc5O4,50000.0
365,CHEMBL203370,Oc1ccc(cc1)N2C=Nc3cc(O)ccc3C2=O,53640.0
366,CHEMBL2441817,COc1ccc2[C@H]3CC[C@]4(C)[C@H](CC[C@H]4[C@@H]3CCc2c1)OC(=O)C,64908.26
367,CHEMBL2441808,Cc1nc2cc(ccc2[nH]1)c3oc(SS(=O)(=O)C)nn3,100000.0
368,CHEMBL2441809,Cc1nc2cc(ccc2[nH]1)c3oc(SCC#N)nn3,100000.0
369,CHEMBL2441814,C[C@]12CC[C@H]3[C@@H](CC(=O)C4=CC(=O)CC[C@]34C)[C@@H]1CC/C/2=C\c5ccccn5,100000.0
370,CHEMBL191905,COc1cccc(COc2ccc3C4=C(CCC4)C(=O)Oc3c2)c1,1000000.0
371,CHEMBL192877,Oc1ccc(CCC(=O)c2ccc(O)cc2O)cc1,1000000.0
372,CHEMBL522206,C(Nc1cc(\C=C\c2ccccc2)nc(NCc3ccccc3)n1)c4ccccc4,1000000.0
373,CHEMBL502155,C(Cc1cccc2ccccc12)c3cc(NCc4cccc5ccccc45)nc(NCc6cccc7ccccc67)n3,1000000.0
374,CHEMBL492453,CC(C)CCc1nc(NCC(C)C)cc(NCc2cccc3ccccc23)n1,1000000.0
375,CHEMBL8145,Oc1ccc(cc1)C2=COc3cc(O)ccc3C2=O,1000000.0
376,CHEMBL177,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O,
377,CHEMBL714,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,
378,CHEMBL715,CN1CCN(CC1)C2=Nc3ccccc3Nc4sc(C)cc24,
379,CHEMBL723,COc1ccccc1OCCNCC(O)COc2cccc3[nH]c4ccccc4c23,
380,CHEMBL1491,CCOC(=O)C1=C(COCCN)NC(=C(C1c2ccccc2Cl)C(=O)OC)C,
381,CHEMBL1200656,C[C@@H]1C\C=C\C=C\C=C\C=C\[C@@H](C[C@@H]2O[C@](O)(C[C@@H](O)C[C@H]3O[C@@H]3\C=C\C(=O)O1)C[C@H](O)[C@H]2C(=O)O)O[C@@H]4O[C@H](C)[C@@H](O)[C@H](N)[C@@H]4O,
382,CHEMBL1200845,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CCl,
383,CHEMBL1627355,CC(=O)O[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@]12C)c4ccc(O)cc4C(=O)[C@H]3Sc5ccc(Br)cc5,
384,CHEMBL1627356,CN(C)C(=O)\C=C\c1ccc(S[C@@H]2Cc3cc(O)ccc3[C@H]4CC[C@]5(C)[C@@H](O)CC[C@H]5[C@H]24)cc1,
385,CHEMBL1627361,COc1ccc2[C@H]3CC[C@]4(C)[C@@H](O)CC[C@H]4[C@@H]3[C@@H](Cc2c1)Sc5ccc(OCCN6CCCCC6)cc5,
386,CHEMBL160,CC[C@@H]1NC(=O)[C@H]([C@H](O)[C@H](C)C\C=C\C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C,
387,CHEMBL280998,Oc1ccccc1O,
388,CHEMBL13,COCCc1ccc(OCC(O)CNC(C)C)cc1,
389,CHEMBL1460,OC[C@@H]1CC[C@@H](O1)n2cnc3C(=O)NC=Nc23,
390,CHEMBL25719,CC(=CCC\C(=C\CO)\C)C,
391,CHEMBL1601669,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2\C(=C\C=C/3\C[C@@H](O)C[C@H](O)C3=C)\CCC[C@]12C,
392,CHEMBL141,NC1=NC(=O)N(C=C1)[C@@H]2CS[C@H](CO)O2,
393,CHEMBL679,CNC[C@H](O)c1ccc(O)c(O)c1,
394,CHEMBL1433,C[C@@H]1[C@H]2[C@H](O)[C@H]3[C@H](N(C)C)C(=C(C(=O)N)C(=O)[C@@]3(O)C(=C2C(=O)c4c(O)cccc14)O)O,
395,CHEMBL592333,[NH-][NH+]=NC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CN=[N+]=[N-])O[C@H](O[C@@H]4[C@@H](CN=[N+]=[N-])O[C@H](O[C@@H]5[C@@H](CN=[N+]=[N-])O[C@H](O[C@@H]6[C@@H](CN=[N+]=[N-])O[C@H](O[C@@H]7[C@@H](CN=[N+]=[N-])O[C@H](O[C@@H]8[C@@H](CN=[N+]=[N-])O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,
396,CHEMBL1428,COCCOC(=O)C1=C(C)NC(=C(C1c2cccc(c2)[N+](=O)[O-])C(=O)OC(C)C)C,
397,CHEMBL227934,O=C1C[C@@H]2OCC=C3CN4CC[C@@]56[C@@H]4C[C@@H]3[C@@H]2[C@@H]5N1c7ccccc67,
398,CHEMBL588119,CCCCCCCCN[C@H](C)[C@@H](O)c1ccc(SC(C)C)cc1,
399,CHEMBL589396,Cc1cccc(CCC2=CC(=O)Oc3cc(O)ccc23)n1,
400,CHEMBL1411979,CN(C)CCN(Cc1cccs1)c2ccccn2,
401,CHEMBL1399,CC(C)(C#N)c1cc(Cn2cncn2)cc(c1)C(C)(C)C#N,
402,CHEMBL219916,Clc1ccc2N(C3CCN(CCCN4C(=O)Nc5ccccc45)CC3)C(=O)Nc2c1,
403,CHEMBL222863,C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@H](CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)C6=CC(=O)OC6)[C@H](O)[C@H](O)[C@H]1O,
404,CHEMBL567597,C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@]4(C)CC[C@@H]1[C@@]23OO4,
405,CHEMBL599,CN1C(=C(O)c2ccccc2S1(=O)=O)C(=O)Nc3ncc(C)s3,
406,CHEMBL1372,N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O,
407,CHEMBL202302,CN(C)CCOc1ccc(cc1)\C(=C(\CCCNC(=O)C)/c2ccccc2)\c3ccc(O)cc3,
408,CHEMBL203800,Oc1ccc(cc1)S(=O)(=O)N2CCCc3ccccc23,
409,CHEMBL559147,C[C@@H](N)[C@@H]1CC[C@H](CC1)C(=O)Nc2ccncc2,
410,CHEMBL580,OC1N=C(c2ccccc2Cl)c3cc(Cl)ccc3NC1=O,
411,CHEMBL1306,CC(C)N1CCN(CC1)c2ccc(OC[C@H]3CO[C@@](Cn4cncn4)(O3)c5ccc(Cl)cc5Cl)cc2,
412,CHEMBL179166,[Na+].[Na+].[Na+].[O-][V](=O)([O-])[O-],
413,CHEMBL572,[O-][N+](=O)c1oc(\C=N\N2CC(=O)NC2=O)cc1,
414,CHEMBL1231,CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)c2ccccc2,
415,CHEMBL1289,Clc1cc(Cl)c(OCC#CI)cc1Cl,
416,CHEMBL157548,CN1C[C@@H]2C[C@H]1CN2c3cc4N(C=C(C(=O)O)C(=O)c4cc3F)C5CC5,
417,CHEMBL167911,COP(=O)(OC)OC=C(Cl)Cl,
418,CHEMBL1172,Clc1ccc2C(=C3CCNCC3)c4ncccc4CCc2c1,
419,CHEMBL134174,C[C@@H]1CCC2(OCCO2)[C@H](C)[C@@]1(C)\C=C\C(C)(O)CC3Cc4c(O)c(C=O)c(C)c(Cl)c4O3,
420,CHEMBL134342,OC(=O)CCCC[C@@H]1CCSS1,
421,CHEMBL508112,S(Sc1nc2ccccc2s1)c3nc4ccccc4s3,
422,CHEMBL515914,CC(=O)OC[C@H]1O[C@H]([C@H](OC(=O)C)[C@@H]1OC(=O)C)N2N=CC(=O)NC2=O,
423,CHEMBL103,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,
424,CHEMBL547,C\C(=C\C(=O)O)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C,
